Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted,Engagement Score,Source Impact Score
Kathleen Guerrero,Lewis-Baird,Education,West,Large,Webinar,8,12.3,10,1,236,0,0.28135031583307446,0.6421080578786672
Daniel Bennett,"Whitehead, Grimes and Ford",Education,West,Medium,Email,11,15.13,8,1,41,1,0.32101066583825205,0.6447777327388191
Christopher Williamson,Walker Ltd,Healthcare,West,Small,Organic,45,9.78,8,1,7,1,0.6176866521694108,0.6340975739802719
Jonathan Smith,James LLC,IT,East,Large,Organic,34,20.57,17,1,144,1,0.7087087087087086,0.6340975739802719
Andre Woods,Marshall-Gutierrez,Education,South,Small,Webinar,32,8.11,5,1,103,1,0.4347105726416071,0.6421080578786672
Jennifer George,"Anderson, Caldwell and Lopez",Retail,West,Large,Ads,30,1.56,17,1,311,1,0.4704359531945739,0.6415917503966155
Kaitlyn Bray,Russell and Sons,Education,South,Medium,Organic,21,10.54,19,0,205,1,0.4909392150771461,0.6340975739802719
Jenna Martinez,"Davila, Lopez and Neal",Healthcare,South,Large,Email,45,14.81,1,0,185,1,0.5972869421145284,0.6447777327388191
Mariah Poole,Smith Inc,Finance,North,Medium,Organic,35,20.87,20,0,213,0,0.753235994615305,0.6340975739802719
Benjamin Jones,"Solomon, Gordon and Wolfe",Retail,North,Small,Organic,13,6.59,18,1,176,1,0.3568395982189086,0.6340975739802719
Steven Mcconnell,"Murphy, Jackson and Bradley",Finance,South,Medium,Ads,15,14.96,8,0,141,1,0.36067101584342964,0.6415917503966155
Brandon Cuevas,Carpenter LLC,Retail,South,Medium,Email,11,18.89,11,1,4,1,0.39101170135652896,0.6447777327388191
Sabrina Fowler,"Smith, Simpson and Ross",IT,South,Large,Ads,42,10.59,19,1,137,1,0.7089158123640882,0.6415917503966155
Alex Martin,Carter-Welch,Finance,South,Large,Organic,10,12.85,12,1,284,0,0.3284663974319147,0.6340975739802719
John White,"Hill, Brown and Reynolds",Retail,East,Large,Email,30,6.37,4,1,297,1,0.38562700631666147,0.6447777327388191
Eric Wood,Blake-Lee,Education,East,Medium,Email,18,15.84,4,1,348,1,0.35942839391115255,0.6447777327388191
Brenda Douglas,"Snyder, Moore and Lopez",Healthcare,North,Small,Email,30,28.68,18,0,299,1,0.7616236926581754,0.6447777327388191
Matthew Ellis,Stephenson-Russell,IT,South,Large,Webinar,18,10.46,20,1,12,1,0.46940043491767625,0.6421080578786672
Amanda Smith,"Willis, Cross and Carter",IT,South,Medium,Organic,29,29.39,6,1,83,1,0.6343584964274619,0.6340975739802719
Beverly Mckenzie DVM,Diaz-Hansen,Retail,East,Small,Email,9,28.73,0,0,174,0,0.3582893238065652,0.6447777327388191
Justin French,"Coleman, White and Orozco",Healthcare,North,Medium,Organic,1,25.01,3,0,147,0,0.26799213006109557,0.6340975739802719
Rachel Keith,Smith and Sons,Retail,South,Large,Organic,16,28.62,16,1,127,1,0.595319457388423,0.6340975739802719
James Johnston,Kline-Freeman,IT,East,Small,Email,48,20.44,12,0,227,0,0.8005591798695246,0.6447777327388191
Nicholas Drake,"Christensen, Willis and Hart",IT,West,Medium,Ads,12,26.67,16,0,11,1,0.5337061199130164,0.6415917503966155
Brian Moore,Perry Group,IT,East,Large,Organic,29,3.91,6,1,86,1,0.3705084394739567,0.6340975739802719
Carolyn Atkins,Nelson Group,Education,South,Small,Email,47,23.59,19,1,6,1,0.895309102205654,0.6447777327388191
Christian Obrien,Joseph-Brown,Education,East,Small,Organic,31,28.88,1,1,215,0,0.5980118049083566,0.6340975739802719
Megan Holloway,"Randolph, Phelps and Carter",Finance,East,Small,Organic,28,16.51,12,1,127,1,0.5527596562079321,0.6340975739802719
Courtney Jones,Hunter PLC,Finance,East,Medium,Email,38,3.59,9,1,303,1,0.491456974215595,0.6447777327388191
Daniel Duncan,Gilbert-Skinner,Education,East,Large,Ads,43,23.22,19,1,242,1,0.8500569535052294,0.6415917503966155
Michael Bishop,Bailey Inc,Retail,East,Large,Ads,49,5.72,4,0,41,0,0.5756446101273687,0.6415917503966155
Abigail Cameron,Romero-Boone,Healthcare,West,Small,Email,16,27.11,6,0,279,1,0.47613130371751056,0.6447777327388191
Thomas Greene,Thompson LLC,Finance,North,Medium,Organic,49,26.98,15,1,283,1,0.9097028062545304,0.6340975739802719
James Santos,Page Group,Healthcare,North,Small,Webinar,31,22.28,19,0,108,1,0.7160608884746815,0.6421080578786672
Tiffany Campbell,Holmes-Alexander,Finance,South,Large,Email,43,5.45,10,0,315,1,0.5728487107797453,0.6447777327388191
Brian Nelson,Kennedy-Lara,Finance,East,Large,Webinar,49,19.63,9,0,316,0,0.7714611162887024,0.6421080578786672
Christopher Figueroa,Kaufman LLC,Healthcare,South,Medium,Organic,36,19.18,9,1,40,1,0.632183908045977,0.6340975739802719
Tammy Bates,"Flores, Davis and Cameron",IT,North,Small,Ads,35,7.39,13,1,244,1,0.5411618515066791,0.6415917503966155
Justin Norman,White-Ross,IT,North,Large,Organic,34,12.82,11,0,362,0,0.5663249456352905,0.6340975739802719
Brenda Taylor,King Inc,Education,West,Small,Email,34,6.63,8,1,58,1,0.4711608159884022,0.6447777327388191
Pamela Sanchez,Vega-Acevedo,IT,East,Large,Webinar,34,24.82,14,1,211,1,0.7216526871699285,0.6421080578786672
Amy Ross,Scott Group,Finance,South,Large,Organic,22,9.31,16,1,363,1,0.45749197473335407,0.6340975739802719
Trevor Crane,Powell-Brown,Retail,North,Large,Email,10,2.31,7,0,179,0,0.1675468572020296,0.6447777327388191
Bryce Jackson,Fisher-Riley,Healthcare,North,Small,Webinar,4,20.06,10,0,318,1,0.3202858030444238,0.6421080578786672
Shane White,Anderson-Hunter,IT,South,Large,Webinar,13,15.07,3,0,229,0,0.28932380656518586,0.6421080578786672
Walter Goodman,"Evans, Rogers and Moore",Education,West,Medium,Email,42,19.8,15,1,164,1,0.7628663145904525,0.6447777327388191
Alexis Kelley,Ayala LLC,Healthcare,West,Medium,Ads,43,22.18,14,1,320,1,0.7875116495806151,0.6415917503966155
Elizabeth Conner,Tran LLC,IT,East,Medium,Organic,24,13.85,17,1,313,1,0.5355700528114321,0.6340975739802719
Nancy Mason,"Mercado, Herrera and Pena",Education,North,Medium,Email,48,20.44,14,0,271,0,0.8212695454074764,0.6447777327388191
Peggy Allen,Delacruz Group,Retail,South,Large,Organic,46,15.81,9,1,155,1,0.700838769804287,0.6340975739802719
Victor Calderon,Neal-Salazar,Retail,South,Small,Email,26,18.68,5,1,95,0,0.4820337578958268,0.6447777327388191
Jill Phelps,Garcia Group,Healthcare,West,Small,Organic,4,23.82,14,0,90,1,0.4006420213316765,0.6340975739802719
Wesley Martinez,"Vazquez, Sloan and Alexander",IT,East,Small,Organic,16,24.45,10,0,215,1,0.4900072486279383,0.6340975739802719
Chad Carlson,"Harris, Brandt and Flores",Healthcare,West,Small,Email,3,15.98,12,0,81,1,0.28839184011597807,0.6447777327388191
Jerome Andrews,Porter-Black,Finance,South,Medium,Ads,16,27.28,16,0,33,0,0.5814435124779952,0.6415917503966155
Lance Davis,"Bryant, Contreras and Barker",Finance,East,Small,Ads,5,23.32,6,1,10,1,0.32297815056435747,0.6415917503966155
Scott Moreno,"Waller, Glover and Romero",IT,South,Medium,Webinar,1,22.41,20,0,233,0,0.4171067619343481,0.6421080578786672
Elizabeth Parker,Garcia Group,Retail,South,Medium,Webinar,19,19.88,11,0,41,1,0.48410479444962196,0.6421080578786672
Patricia Buck,"Brown, Castillo and Sharp",Retail,South,Medium,Ads,26,28.67,15,1,199,1,0.6890338614476545,0.6415917503966155
Lance Rose,Best-Flores,Finance,South,Small,Organic,17,16.81,3,0,24,0,0.3487625556591074,0.6340975739802719
Richard Boyd,"Horton, Lucas and Delgado",Healthcare,East,Large,Email,47,6.71,12,1,256,1,0.64802733768251,0.6447777327388191
Michele Wilson,Gardner-Shaffer,Healthcare,East,Small,Organic,26,10.68,17,0,365,0,0.5234544889717303,0.6340975739802719
Rose Vega,"Sullivan, Green and Shannon",Healthcare,North,Large,Organic,2,9.47,11,1,39,0,0.20026923475199337,0.6340975739802719
Jean Burton,Wagner-Peters,Finance,South,Large,Organic,5,28.84,16,1,251,1,0.48369058713886304,0.6340975739802719
Thomas Booth,"Martin, Hooper and Mcintyre",Finance,South,Large,Ads,2,24.77,5,0,212,0,0.296572434503469,0.6415917503966155
Lauren Cortez,Thompson Inc,Retail,North,Small,Email,17,28.5,16,1,319,1,0.6044320182251216,0.6447777327388191
Ashley Velez,"Stevenson, Villanueva and Edwards",Education,South,Large,Webinar,12,1.9,6,0,83,0,0.17365641503572538,0.6421080578786672
Billy Williams,Harris LLC,Healthcare,West,Medium,Ads,36,18.38,3,1,146,0,0.561768665216941,0.6415917503966155
Gabrielle Garrett,"Jackson, Cook and Reid",Education,West,Medium,Webinar,50,25.73,11,0,195,0,0.865693279486383,0.6421080578786672
Jessica Rodriguez,"Bailey, Jones and Reyes",IT,East,Medium,Ads,48,2.7,16,1,196,1,0.6582789686237962,0.6415917503966155
Christopher Lewis,"Snyder, Duncan and Berger",Education,West,Small,Email,19,12.12,0,0,115,0,0.2898415657036346,0.6447777327388191
Benjamin Brown,Ward-Martinez,Healthcare,East,Small,Webinar,7,8.52,14,0,82,0,0.2732732732732733,0.6421080578786672
Dillon Keller DDS,King Inc,Education,West,Small,Webinar,37,4.74,14,0,362,1,0.5447861654758206,0.6421080578786672
Anita Moss,Jackson-Marshall,IT,South,Medium,Organic,8,14.29,3,0,198,0,0.22947085016050534,0.6340975739802719
Marcus Gibson,Anderson PLC,Finance,East,Small,Ads,20,1.5,5,1,244,0,0.2420006213109661,0.6415917503966155
Paul Arnold,Sherman-Garza,Retail,East,Small,Ads,25,4.5,18,0,163,1,0.45945945945945943,0.6415917503966155
Allison Maldonado,"Nixon, Herrera and Lopez",IT,West,Small,Ads,15,2.57,6,1,171,1,0.2116599357978668,0.6415917503966155
Jennifer Allen,"Webb, Wilson and Lee",Retail,East,Large,Organic,2,16.28,11,0,46,0,0.27078802940871904,0.6340975739802719
Jeff Malone,Villa Group,Finance,East,Large,Ads,34,21.86,19,0,180,1,0.7427772600186393,0.6415917503966155
Jackie Rose,"Romero, Payne and Robertson",Finance,South,Large,Email,49,18.99,8,1,289,1,0.754478616547582,0.6447777327388191
Samantha Davis,"Tyler, Mathis and Werner",Education,South,Large,Organic,21,15.47,4,0,322,0,0.38666252459355904,0.6340975739802719
Adam Ingram,Roman Group,IT,North,Small,Ads,31,25.48,0,1,329,1,0.5524490007248628,0.6415917503966155
Corey Fletcher,Watson and Sons,IT,East,Large,Organic,49,26.72,20,0,330,0,0.958786372579476,0.6340975739802719
Audrey Stewart,Herrera-King,Healthcare,West,Medium,Organic,2,22.64,2,1,341,0,0.24345034689862277,0.6340975739802719
Heather Lozano,Lee-Vargas,Healthcare,East,Medium,Ads,1,3.42,5,0,256,1,0.06513409961685823,0.6415917503966155
Ashley Sullivan,"Rios, Kidd and Kim",Finance,West,Small,Ads,26,2.16,18,1,132,1,0.4455835145490317,0.6415917503966155
Gerald Young,Bender LLC,Education,North,Medium,Organic,41,23.25,5,1,314,1,0.6846846846846847,0.6340975739802719
Natalie Marsh,Sutton Group,Education,North,Medium,Ads,48,6.98,9,1,67,1,0.6301128714921819,0.6415917503966155
Micheal Allison,Wood Ltd,Healthcare,South,Large,Webinar,10,25.17,7,0,40,1,0.40426633530081807,0.6421080578786672
Garrett Baker,Caldwell LLC,Education,North,Large,Organic,49,18.1,6,1,365,1,0.7245521383452417,0.6340975739802719
Jennifer Mccall,Johnson-Dalton,IT,East,Medium,Organic,28,10.27,11,0,305,0,0.4777881329605467,0.6340975739802719
Jennifer Manning,Craig-Williams,Finance,South,Large,Webinar,7,6.88,2,0,285,1,0.13202858030444237,0.6421080578786672
Michael Lindsey,Clark-Moore,Retail,South,Large,Ads,3,8.55,9,1,40,0,0.1803872838355597,0.6415917503966155
Lonnie White,"Schroeder, Williams and Dawson",IT,East,Small,Organic,17,5.09,18,1,227,1,0.38272755514134826,0.6340975739802719
Jennifer Haas,Long Ltd,Healthcare,North,Small,Ads,36,5.66,0,1,1,1,0.3989851920886403,0.6415917503966155
Robert Brown,Stewart LLC,IT,East,Small,Organic,46,16.21,20,1,227,1,0.818887853370612,0.6340975739802719
Sara Gonzales,Beck Ltd,Finance,East,Small,Organic,1,23.74,7,1,134,0,0.2962617790203997,0.6340975739802719
Steven Richards,Guzman-Smith,Education,South,Medium,Organic,8,4.16,17,0,331,1,0.26954540747644196,0.6340975739802719
Amy Phillips,Arnold-Perez,Healthcare,West,Small,Organic,18,27.36,19,0,238,1,0.6340478409443926,0.6340975739802719
Anthony Cox,Reed-Velazquez,Retail,West,Small,Email,19,29.4,8,1,222,1,0.5516205861033446,0.6447777327388191
April Beck,Foster-Chen,Retail,West,Large,Ads,47,15.56,8,0,270,0,0.698249974112043,0.6415917503966155
Corey Kramer,"Reid, Jones and Yang",IT,East,Large,Email,29,2.43,5,1,36,1,0.3448275862068965,0.6447777327388191
Gregory Kelley,Mcdaniel PLC,Finance,South,Small,Organic,39,3.32,18,1,305,1,0.5922129025577301,0.6340975739802719
Jenna Hooper,"Davis, Jimenez and Andrews",IT,South,Small,Webinar,33,26.8,20,0,36,0,0.79393186289738,0.6421080578786672
Latoya Kennedy,Cruz Group,Retail,East,Large,Webinar,23,18.07,17,1,199,1,0.5689137413275344,0.6421080578786672
Lisa Bishop,"Bell, Burns and Ball",Education,South,Medium,Organic,15,6.93,5,1,268,1,0.24645334990162576,0.6340975739802719
Amy Massey,Beltran Ltd,Healthcare,West,Large,Organic,42,4.43,17,0,210,1,0.6244175209692451,0.6340975739802719
Joseph Perez,"Owen, Zuniga and Watson",IT,East,Small,Email,1,14.02,6,0,270,1,0.18525421973697836,0.6447777327388191
Robert Kelley,Thompson-Davis,IT,South,Medium,Organic,16,2.54,19,0,287,0,0.3563218390804598,0.6340975739802719
Clinton Smith,Brooks-Casey,Retail,East,Large,Organic,36,23.27,1,0,321,1,0.5916951434192813,0.6340975739802719
Mrs. Jennifer Hansen,"Crawford, Johnson and Higgins",Retail,South,Large,Organic,2,18.67,5,0,11,1,0.23340581961271617,0.6340975739802719
Michael Esparza,Maddox-Hobbs,Education,North,Medium,Webinar,49,10.11,10,0,101,0,0.683234959097028,0.6421080578786672
Ashley Jones,Mckenzie-Walker,IT,South,Large,Ads,16,23.24,10,1,202,1,0.4774774774774774,0.6415917503966155
Kevin Johnson,Collins-Santos,Education,West,Small,Ads,26,28.19,0,0,297,0,0.528735632183908,0.6415917503966155
Frank Mcdonald,Chang Ltd,Retail,North,Large,Webinar,37,20.56,11,0,159,0,0.6775396085740913,0.6421080578786672
James Lee,Nelson Ltd,Finance,West,Large,Email,32,23.24,4,0,344,0,0.5810293051672362,0.6447777327388191
Karen Evans,Green-Sanchez,IT,North,Large,Organic,12,15.78,17,1,346,1,0.4312933623278451,0.6340975739802719
David Lee,Perez-Harris,Finance,East,Large,Webinar,20,25.6,6,1,141,1,0.5019157088122606,0.6421080578786672
Grace Curtis,Cooper Inc,IT,North,Large,Ads,18,20.89,4,0,259,0,0.41172206689448065,0.6415917503966155
Heather Smith,Olson-Smith,Retail,South,Large,Ads,50,6.66,7,0,139,1,0.6267992130061095,0.6415917503966155
Cheryl Flores,Gray-Garcia,Retail,South,Large,Webinar,43,21.55,12,0,277,0,0.7602775188982085,0.6421080578786672
Eric Mccarthy,"Chapman, Knox and Allison",Education,West,Small,Ads,21,28.57,18,1,188,1,0.6672879776328051,0.6415917503966155
Robert Munoz,"Bush, Patrick and Mcguire",Retail,North,Medium,Email,30,23.06,9,1,241,1,0.6102309205757481,0.6447777327388191
Marissa Benitez,Graham LLC,Healthcare,South,Medium,Email,39,21.93,1,1,340,0,0.6088847468157813,0.6447777327388191
Dustin Rivera,"Clark, Rocha and Curry",Retail,North,Small,Organic,10,25.5,7,0,69,0,0.4076835456145801,0.6340975739802719
Timothy Burton,"Gray, Boyd and Martin",IT,North,Medium,Webinar,14,13.99,16,1,339,1,0.42311276794035413,0.6421080578786672
Hannah Shaw,"Cole, Elliott and Garza",IT,North,Large,Webinar,22,13.37,19,1,290,1,0.5305995650823236,0.6421080578786672
Craig Buchanan,Martin Inc,Finance,South,Small,Organic,14,12.05,14,0,152,0,0.3823133478305892,0.6340975739802719
Douglas Rice,Williams and Sons,Education,North,Medium,Webinar,33,24.0,15,1,148,1,0.7131614372993683,0.6421080578786672
Mason Ross,Buckley-Bennett,Healthcare,East,Small,Webinar,35,20.42,20,0,197,1,0.7485761623692658,0.6421080578786672
Alexis Parker,Williams-Martinez,Healthcare,North,Medium,Ads,14,22.87,6,0,39,1,0.4115149632391012,0.6415917503966155
Cathy Pacheco,Carter Group,Education,East,Large,Ads,15,22.43,18,0,112,0,0.5415760588174381,0.6415917503966155
Suzanne Perry,"Warner, Thompson and Welch",Finance,North,Small,Webinar,2,9.27,12,1,329,1,0.20855338096717407,0.6421080578786672
Shannon Hess,Johnson Ltd,Finance,South,Small,Email,16,24.54,20,1,225,1,0.5944910427669048,0.6447777327388191
Hannah Parrish,Mason-Meyer,Healthcare,South,Small,Organic,2,21.72,2,0,269,0,0.23392357875116493,0.6340975739802719
Joshua Hudson,Smith-Brown,Education,East,Large,Organic,14,18.14,5,1,3,1,0.35217976597286943,0.6340975739802719
Tiffany Vazquez,Martinez-Mccullough,Education,West,Small,Email,47,5.83,15,0,243,1,0.6699803251527389,0.6447777327388191
Herbert Hall,"Lewis, Simmons and Harris",Education,North,Medium,Organic,50,16.26,10,1,162,1,0.7572745158952056,0.6340975739802719
Laura Elliott,Johnson-Robinson,Retail,West,Medium,Ads,4,6.36,2,0,117,0,0.0955783369576473,0.6415917503966155
Carmen Long,Underwood-Perkins,Healthcare,North,Large,Webinar,38,28.04,8,1,142,1,0.734286010148079,0.6421080578786672
John Gonzales,Martinez-Mcdaniel,Healthcare,South,Large,Webinar,1,12.37,13,0,180,0,0.24065444755099924,0.6421080578786672
Nicole Sanders,Crawford and Sons,Finance,South,Medium,Ads,48,20.07,5,0,163,0,0.7242414828621724,0.6415917503966155
Lisa Higgins,Huber Ltd,Retail,North,Large,Ads,2,5.9,9,1,260,1,0.14259086672879773,0.6415917503966155
Jeffrey Hancock,Williams Inc,Education,North,Medium,Organic,11,21.18,20,1,213,1,0.5079217148182665,0.6340975739802719
Lori Jackson,Walls-Griffin,Retail,North,Large,Email,44,7.15,20,1,172,1,0.7043595319457389,0.6447777327388191
Michael Chambers,Quinn Ltd,IT,West,Medium,Ads,8,10.49,20,1,14,1,0.36615926271098687,0.6415917503966155
Elizabeth Edwards,Lopez-Rodriguez,IT,South,Medium,Organic,7,9.03,3,1,151,0,0.16464740602671635,0.6340975739802719
Stephen Caldwell,Stafford LLC,Healthcare,North,Small,Email,25,16.92,9,0,45,0,0.49487418452935694,0.6447777327388191
Christine Warner,"Brown, Sanchez and Fuentes",Education,North,Medium,Webinar,11,8.07,11,1,301,1,0.27896862379621,0.6421080578786672
Steven Lewis,King-Donovan,Healthcare,West,Large,Email,4,13.32,0,0,326,0,0.14694004349176765,0.6447777327388191
Michael Munoz,Smith-Woods,Education,West,Small,Ads,32,12.47,20,0,362,1,0.63518691104898,0.6415917503966155
Kirk Ferguson,Guerra-Ross,Healthcare,South,Medium,Email,45,23.31,4,1,33,0,0.7163715439577508,0.6447777327388191
Steven Patterson,"Hernandez, Carpenter and Roberts",IT,North,Small,Organic,6,21.24,12,1,357,0,0.3739256497877187,0.6340975739802719
Lindsay Garcia,Peck-Ramirez,Education,East,Medium,Organic,41,22.31,5,0,281,1,0.6749508128818473,0.6340975739802719
Kaitlyn Brown,Stewart-Hill,Finance,South,Medium,Email,8,4.28,19,1,31,1,0.2914983949466708,0.6447777327388191
David Mendez,Porter Group,Retail,East,Large,Ads,46,13.52,17,1,140,1,0.7599668634151392,0.6415917503966155
Nathan Gibson,"Yu, Ford and Garcia",Retail,West,Small,Webinar,8,24.97,20,0,240,0,0.5161023092057575,0.6421080578786672
Alyssa Williams,Morrison Group,Education,West,Large,Ads,13,27.11,11,0,3,0,0.49684166925546236,0.6415917503966155
Molly Torres,Abbott and Sons,Healthcare,South,Small,Organic,47,13.26,7,0,126,0,0.6640778709744227,0.6340975739802719
Robert Hoffman,Harris-Lopez,Finance,South,Medium,Webinar,8,12.55,12,0,257,1,0.3046494770632701,0.6421080578786672
Alyssa Alexander,Elliott-Johnson,Healthcare,East,Small,Organic,33,29.21,14,1,137,1,0.7567567567567568,0.6340975739802719
Steven Miller,"Harmon, Long and White",Healthcare,North,Medium,Webinar,32,5.96,4,0,70,1,0.40209174691933314,0.6421080578786672
Jesse Carlson,Galloway LLC,Retail,South,Medium,Ads,40,27.31,1,1,284,1,0.6749508128818473,0.6415917503966155
Daniel Rodriguez,Jones Ltd,Healthcare,North,Small,Ads,37,29.2,17,0,317,0,0.8291394843118981,0.6415917503966155
Marc Love,"Brown, Powell and Griffith",Finance,East,Large,Email,10,16.4,15,1,171,0,0.3962928445687066,0.6447777327388191
Sheila Morris,Obrien Group,Education,East,Large,Webinar,20,19.62,0,1,258,0,0.37786061923992964,0.6421080578786672
Dustin Hayes,Mcgrath-Silva,Healthcare,West,Large,Organic,41,28.44,7,1,111,1,0.7591384487936211,0.6340975739802719
Theresa Johnson DVM,"Ward, Schmidt and Barnes",Education,West,Large,Ads,10,23.63,5,0,21,1,0.3676089882986434,0.6415917503966155
Amanda Wright,"Bradford, Perry and Frederick",Education,West,Medium,Webinar,8,19.77,5,0,119,0,0.30692761727244483,0.6421080578786672
Scott Medina,Powell-Bender,Healthcare,North,Large,Webinar,9,19.38,4,0,289,1,0.3028890959925442,0.6421080578786672
Molly Guerra,Martinez LLC,Healthcare,North,Medium,Email,23,17.01,3,0,231,1,0.41296468882675785,0.6447777327388191
