Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted
Heather Lozano,Lee-Vargas,Healthcare,East,Medium,Ads,1,3.42,5,0,256,1
Ashley Sullivan,"Rios, Kidd and Kim",Finance,West,Small,Ads,26,2.16,18,1,132,1
Gerald Young,Bender LLC,Education,North,Medium,Organic,41,23.25,5,1,314,1
Natalie Marsh,Sutton Group,Education,North,Medium,Ads,48,6.98,9,1,67,1
Micheal Allison,Wood Ltd,Healthcare,South,Large,Webinar,10,25.17,7,0,40,1
Garrett Baker,Caldwell LLC,Education,North,Large,Organic,49,18.1,6,1,365,1
Jennifer Mccall,Johnson-Dalton,IT,East,Medium,Organic,28,10.27,11,0,305,0
Jennifer Manning,Craig-Williams,Finance,South,Large,Webinar,7,6.88,2,0,285,1
Michael Lindsey,Clark-Moore,Retail,South,Large,Ads,3,8.55,9,1,40,0
Lonnie White,"Schroeder, Williams and Dawson",IT,East,Small,Organic,17,5.09,18,1,227,1
Jennifer Haas,Long Ltd,Healthcare,North,Small,Ads,36,5.66,0,1,1,1
Robert Brown,Stewart LLC,IT,East,Small,Organic,46,16.21,20,1,227,1
Sara Gonzales,Beck Ltd,Finance,East,Small,Organic,1,23.74,7,1,134,0
Steven Richards,Guzman-Smith,Education,South,Medium,Organic,8,4.16,17,0,331,1
Amy Phillips,Arnold-Perez,Healthcare,West,Small,Organic,18,27.36,19,0,238,1
Anthony Cox,Reed-Velazquez,Retail,West,Small,Email,19,29.4,8,1,222,1
April Beck,Foster-Chen,Retail,West,Large,Ads,47,15.56,8,0,270,0
Corey Kramer,"Reid, Jones and Yang",IT,East,Large,Email,29,2.43,5,1,36,1
Gregory Kelley,Mcdaniel PLC,Finance,South,Small,Organic,39,3.32,18,1,305,1
Jenna Hooper,"Davis, Jimenez and Andrews",IT,South,Small,Webinar,33,26.8,20,0,36,0
Latoya Kennedy,Cruz Group,Retail,East,Large,Webinar,23,18.07,17,1,199,1
Lisa Bishop,"Bell, Burns and Ball",Education,South,Medium,Organic,15,6.93,5,1,268,1
Amy Massey,Beltran Ltd,Healthcare,West,Large,Organic,42,4.43,17,0,210,1
Joseph Perez,"Owen, Zuniga and Watson",IT,East,Small,Email,1,14.02,6,0,270,1
Robert Kelley,Thompson-Davis,IT,South,Medium,Organic,16,2.54,19,0,287,0
Clinton Smith,Brooks-Casey,Retail,East,Large,Organic,36,23.27,1,0,321,1
Mrs. Jennifer Hansen,"Crawford, Johnson and Higgins",Retail,South,Large,Organic,2,18.67,5,0,11,1
Michael Esparza,Maddox-Hobbs,Education,North,Medium,Webinar,49,10.11,10,0,101,0
Ashley Jones,Mckenzie-Walker,IT,South,Large,Ads,16,23.24,10,1,202,1
Kevin Johnson,Collins-Santos,Education,West,Small,Ads,26,28.19,0,0,297,0
Frank Mcdonald,Chang Ltd,Retail,North,Large,Webinar,37,20.56,11,0,159,0
James Lee,Nelson Ltd,Finance,West,Large,Email,32,23.24,4,0,344,0
Karen Evans,Green-Sanchez,IT,North,Large,Organic,12,15.78,17,1,346,1
David Lee,Perez-Harris,Finance,East,Large,Webinar,20,25.6,6,1,141,1
Grace Curtis,Cooper Inc,IT,North,Large,Ads,18,20.89,4,0,259,0
Heather Smith,Olson-Smith,Retail,South,Large,Ads,50,6.66,7,0,139,1
Cheryl Flores,Gray-Garcia,Retail,South,Large,Webinar,43,21.55,12,0,277,0
Eric Mccarthy,"Chapman, Knox and Allison",Education,West,Small,Ads,21,28.57,18,1,188,1
Robert Munoz,"Bush, Patrick and Mcguire",Retail,North,Medium,Email,30,23.06,9,1,241,1
Marissa Benitez,Graham LLC,Healthcare,South,Medium,Email,39,21.93,1,1,340,0
Dustin Rivera,"Clark, Rocha and Curry",Retail,North,Small,Organic,10,25.5,7,0,69,0
Timothy Burton,"Gray, Boyd and Martin",IT,North,Medium,Webinar,14,13.99,16,1,339,1
Hannah Shaw,"Cole, Elliott and Garza",IT,North,Large,Webinar,22,13.37,19,1,290,1
Craig Buchanan,Martin Inc,Finance,South,Small,Organic,14,12.05,14,0,152,0
Douglas Rice,Williams and Sons,Education,North,Medium,Webinar,33,24,15,1,148,1
Mason Ross,Buckley-Bennett,Healthcare,East,Small,Webinar,35,20.42,20,0,197,1
Alexis Parker,Williams-Martinez,Healthcare,North,Medium,Ads,14,22.87,6,0,39,1
Cathy Pacheco,Carter Group,Education,East,Large,Ads,15,22.43,18,0,112,0
Suzanne Perry,"Warner, Thompson and Welch",Finance,North,Small,Webinar,2,9.27,12,1,329,1
Shannon Hess,Johnson Ltd,Finance,South,Small,Email,16,24.54,20,1,225,1
Hannah Parrish,Mason-Meyer,Healthcare,South,Small,Organic,2,21.72,2,0,269,0
Joshua Hudson,Smith-Brown,Education,East,Large,Organic,14,18.14,5,1,3,1
Tiffany Vazquez,Martinez-Mccullough,Education,West,Small,Email,47,5.83,15,0,243,1
Herbert Hall,"Lewis, Simmons and Harris",Education,North,Medium,Organic,50,16.26,10,1,162,1
Laura Elliott,Johnson-Robinson,Retail,West,Medium,Ads,4,6.36,2,0,117,0
Carmen Long,Underwood-Perkins,Healthcare,North,Large,Webinar,38,28.04,8,1,142,1
John Gonzales,Martinez-Mcdaniel,Healthcare,South,Large,Webinar,1,12.37,13,0,180,0
Nicole Sanders,Crawford and Sons,Finance,South,Medium,Ads,48,20.07,5,0,163,0
Lisa Higgins,Huber Ltd,Retail,North,Large,Ads,2,5.9,9,1,260,1
Jeffrey Hancock,Williams Inc,Education,North,Medium,Organic,11,21.18,20,1,213,1
Lori Jackson,Walls-Griffin,Retail,North,Large,Email,44,7.15,20,1,172,1
Michael Chambers,Quinn Ltd,IT,West,Medium,Ads,8,10.49,20,1,14,1
Elizabeth Edwards,Lopez-Rodriguez,IT,South,Medium,Organic,7,9.03,3,1,151,0
Stephen Caldwell,Stafford LLC,Healthcare,North,Small,Email,25,16.92,9,0,45,0
Christine Warner,"Brown, Sanchez and Fuentes",Education,North,Medium,Webinar,11,8.07,11,1,301,1
Steven Lewis,King-Donovan,Healthcare,West,Large,Email,4,13.32,0,0,326,0
Michael Munoz,Smith-Woods,Education,West,Small,Ads,32,12.47,20,0,362,1
Kirk Ferguson,Guerra-Ross,Healthcare,South,Medium,Email,45,23.31,4,1,33,0
Steven Patterson,"Hernandez, Carpenter and Roberts",IT,North,Small,Organic,6,21.24,12,1,357,0
Lindsay Garcia,Peck-Ramirez,Education,East,Medium,Organic,41,22.31,5,0,281,1
Kaitlyn Brown,Stewart-Hill,Finance,South,Medium,Email,8,4.28,19,1,31,1
David Mendez,Porter Group,Retail,East,Large,Ads,46,13.52,17,1,140,1
Nathan Gibson,"Yu, Ford and Garcia",Retail,West,Small,Webinar,8,24.97,20,0,240,0
Alyssa Williams,Morrison Group,Education,West,Large,Ads,13,27.11,11,0,3,0
Molly Torres,Abbott and Sons,Healthcare,South,Small,Organic,47,13.26,7,0,126,0
Robert Hoffman,Harris-Lopez,Finance,South,Medium,Webinar,8,12.55,12,0,257,1
Alyssa Alexander,Elliott-Johnson,Healthcare,East,Small,Organic,33,29.21,14,1,137,1
Steven Miller,"Harmon, Long and White",Healthcare,North,Medium,Webinar,32,5.96,4,0,70,1
Jesse Carlson,Galloway LLC,Retail,South,Medium,Ads,40,27.31,1,1,284,1
Daniel Rodriguez,Jones Ltd,Healthcare,North,Small,Ads,37,29.2,17,0,317,0
Marc Love,"Brown, Powell and Griffith",Finance,East,Large,Email,10,16.4,15,1,171,0
Sheila Morris,Obrien Group,Education,East,Large,Webinar,20,19.62,0,1,258,0
Dustin Hayes,Mcgrath-Silva,Healthcare,West,Large,Organic,41,28.44,7,1,111,1
Theresa Johnson DVM,"Ward, Schmidt and Barnes",Education,West,Large,Ads,10,23.63,5,0,21,1
Amanda Wright,"Bradford, Perry and Frederick",Education,West,Medium,Webinar,8,19.77,5,0,119,0
Scott Medina,Powell-Bender,Healthcare,North,Large,Webinar,9,19.38,4,0,289,1
Molly Guerra,Martinez LLC,Healthcare,North,Medium,Email,23,17.01,3,0,231,1
Alex Harris,"Johnson, Brown and Young",Retail,East,Small,Webinar,11,3.34,10,0,312,0
Stuart Russell,"Lee, Lynch and Barnes",Education,North,Medium,Ads,5,5.08,17,1,360,0
Nathaniel Reed,"Robbins, Smith and Clements",Healthcare,North,Small,Organic,46,26.07,17,0,228,0
Justin Jimenez DVM,Gonzalez Ltd,Healthcare,North,Large,Ads,12,26.46,0,1,322,0
Jessica Rogers,"Miller, Howard and Velez",Finance,East,Medium,Email,15,23.79,9,0,303,0
Michael Howell,"Grant, Logan and Marshall",IT,South,Small,Webinar,30,6.74,17,1,194,1
Linda Calderon,"Chavez, Mercado and Clarke",Healthcare,North,Small,Webinar,8,29.54,11,1,108,1
Samantha Mcgee,Bailey Ltd,Finance,South,Medium,Organic,32,3.58,4,1,288,1
Brittany Smith,"Kelley, Martin and Coleman",Healthcare,South,Large,Ads,21,18.14,18,0,311,0
Adam Rodriguez,Smith Inc,Retail,East,Large,Ads,12,15.31,17,1,313,1
Drew Sanchez,Walsh Group,Healthcare,West,Medium,Webinar,18,3.13,7,0,117,0
Courtney Wang,Waller Inc,Healthcare,South,Large,Email,24,26.27,14,0,317,1
John Cooper,"Atkinson, Alexander and Richard",IT,South,Small,Organic,16,26.69,5,1,155,1
Kenneth Knight,Bass Ltd,Retail,South,Small,Organic,32,22.07,20,1,306,1
Kevin Hatfield,"Mitchell, Rivera and Thompson",Healthcare,North,Medium,Email,6,19.12,9,0,209,1
Danielle Kirby,Dawson-Farrell,IT,West,Medium,Organic,18,14.57,1,0,52,1
Lisa Williams,"Watkins, Johnson and Shepherd",IT,West,Medium,Email,48,4.06,19,0,359,1
Robin Lopez,Patel LLC,Education,South,Medium,Ads,5,20,13,1,87,1
Jeffrey Briggs,"Barrett, Gonzales and Hernandez",Education,East,Large,Email,43,9.97,19,0,215,1
Jacob Harrison,Howard and Sons,Finance,East,Medium,Email,2,4.08,1,1,202,0
Elizabeth Harper,"Bullock, Rangel and Palmer",Retail,West,Large,Organic,9,7.54,3,1,116,0
Benjamin Grimes,"Gilmore, Shaw and Torres",Finance,South,Small,Webinar,25,1.35,1,1,359,1
Mary Jones,"Davis, Peterson and Warren",Retail,North,Small,Webinar,4,29.94,19,0,149,1
Vanessa Clements,Brown-Kent,Education,East,Medium,Ads,45,8.21,0,1,272,1
Kyle Douglas,Baker-Rivas,Finance,East,Medium,Ads,11,27.75,8,0,186,1
Brandy Anderson,Thomas PLC,Retail,West,Large,Ads,24,20.99,18,0,10,0
Lance Walker,Shelton Group,Healthcare,East,Large,Ads,31,13.24,0,0,226,1
Andrea Griffith,"Coleman, Freeman and Green",IT,East,Medium,Email,41,25.33,2,1,201,1
Tommy Davis,"Young, Luna and Flowers",IT,West,Large,Webinar,29,10.14,3,0,138,0
Lauren Cooper,Fox-Johnson,Retail,South,Large,Email,25,19.72,12,0,306,0
Matthew Morales,Hebert Group,IT,North,Large,Webinar,48,5.83,9,1,41,1
Bradley Ellis,Evans-Reese,Education,North,Medium,Webinar,13,6.04,9,1,366,1
James Johnson,"Johnson, Mack and Forbes",IT,West,Medium,Email,8,7.67,3,1,303,0
Daniel Walker,"Johnson, Todd and Webster",Finance,North,Large,Webinar,39,20.72,7,0,137,1
Brian Miller MD,Steele-Herrera,Healthcare,South,Large,Webinar,41,5.23,9,0,99,1
Mark Chen,"Davidson, Brown and Coleman",Healthcare,North,Large,Webinar,22,5.88,14,1,276,1
Debra Vasquez,Gaines LLC,Education,South,Medium,Email,42,2.59,15,0,19,0
Laura Hahn,Daugherty Inc,Education,North,Medium,Webinar,20,15.08,18,1,88,1
Lisa Young,"Foster, Howard and Jenkins",Education,North,Small,Organic,42,26.39,6,1,264,1
Jill Cunningham,Lopez-Bell,Healthcare,North,Small,Organic,30,5.76,20,0,133,0
Cassandra Diaz,"Young, Ross and Gibbs",Retail,East,Large,Webinar,33,28.51,19,1,283,1
Linda Jennings,"Chan, Bell and Thomas",Education,East,Large,Email,4,11.52,1,0,15,1
Brian Gould,Ellison-Carter,Retail,West,Large,Ads,29,2.93,10,1,243,1
Julia Sellers,Lopez Ltd,Education,West,Small,Organic,19,18.33,3,1,152,1
Amanda Jordan,"Alvarez, Waller and Chang",Retail,North,Small,Email,34,20.66,8,1,164,1
Christopher Simpson,Miller Group,Retail,East,Large,Email,28,29.02,16,0,119,1
April Hayes,Gallagher-Glover,Finance,South,Medium,Ads,2,11.39,16,0,242,0
Stephanie Velez,Alvarez-Gutierrez,Finance,South,Small,Webinar,33,25.28,4,1,191,1
Christine Avila,"Castillo, Patrick and Miller",Finance,West,Medium,Webinar,15,25.09,13,1,236,1
Michelle Weiss,Cummings and Sons,IT,South,Small,Webinar,5,27.29,4,1,73,1
Valerie King,Knight-Robinson,Healthcare,East,Large,Webinar,43,1.52,3,0,193,0
Kristina Norman,Lucero-Carter,Retail,East,Large,Email,48,6.58,14,1,91,1
Cynthia Sellers,Evans-Hamilton,Education,North,Large,Email,37,2.47,19,1,249,1
Jesus Salinas,Martinez-Palmer,Finance,West,Medium,Ads,47,25.33,20,0,163,1
Michael Shelton,"Kelley, Campos and Brown",Finance,East,Medium,Webinar,5,7.6,14,1,79,0
Michael Schroeder,Graham-Hart,Finance,South,Small,Webinar,18,25.23,0,1,90,1
Heather Jackson,Holt PLC,IT,South,Large,Organic,2,25.24,17,1,1,1
Aaron Norman,Walker-Romero,Healthcare,South,Medium,Ads,12,5.16,12,1,305,1
Heather Downs,Willis-Moran,Finance,South,Large,Email,34,11.96,17,0,211,0
Gina Simpson,"Hood, Smith and Yates",Finance,South,Medium,Organic,6,7.49,10,0,300,0
Christopher Bird,Mullins Group,IT,South,Medium,Ads,46,12.07,19,0,64,1
Matthew Meyer,Mcdonald-Sanders,IT,West,Large,Email,40,29.17,7,1,333,1
Ashley Rogers,"Richardson, Lopez and Avila",Finance,West,Large,Organic,21,3.17,6,1,11,1
Logan Turner,Kane Group,Retail,West,Small,Ads,47,8.98,14,0,173,0
Joshua Valencia,Bailey-Wright,Healthcare,West,Medium,Email,47,22.65,10,1,115,1
David Mcguire,"Conner, Cooper and Morris",Education,South,Medium,Organic,21,1.66,7,0,98,0
David Evans,Friedman Ltd,Education,South,Small,Email,5,8.44,16,1,287,1
Matthew Bruce,Russell LLC,IT,South,Large,Organic,3,20.97,3,0,325,0
Richard King,Cummings PLC,IT,West,Large,Email,6,8.13,16,0,287,0
Kristine Velez,"Cruz, Jones and Barker",IT,West,Small,Organic,50,9.67,4,0,194,1
Deborah Brown,Cherry-Lamb,IT,North,Medium,Organic,21,24.34,9,0,162,0
Brenda Beck,"Sanchez, Jones and Nelson",Education,North,Small,Organic,25,4.12,0,1,264,0
Mary Krause,Shaffer LLC,Healthcare,East,Medium,Ads,36,2.06,8,1,135,1
Nathaniel Elliott,Goodwin PLC,Healthcare,South,Large,Webinar,8,21.8,3,0,305,0
John Sparks,Warner Group,Healthcare,North,Small,Webinar,17,19.31,6,1,298,1
Edward Johnson,Molina LLC,IT,East,Large,Ads,43,21.03,1,0,106,1
Debra Murphy,Calderon-Bishop,IT,South,Small,Ads,13,18.99,18,1,12,1
Anthony Andrade,Miller-Frazier,Education,West,Large,Organic,33,27.42,11,0,295,0
Jordan Jones,"Lopez, Harris and Hendrix",Finance,East,Small,Ads,46,24.92,19,0,103,1
Gerald Thompson,Ramos-Norton,Healthcare,East,Small,Organic,10,27.81,9,0,253,0
Erin Burke,Cox Inc,Retail,North,Small,Ads,31,25.37,20,0,285,1
Philip Williams,Dunn-Ellis,Healthcare,North,Small,Email,14,11.93,3,1,283,0
Brittany Gomez,Weiss-Fowler,Healthcare,West,Large,Webinar,38,8.54,1,0,142,1
Kenneth Gonzalez,Williamson-Luna,Retail,West,Large,Ads,48,6.17,2,1,316,0
Edward Jones,Wall Inc,Education,West,Large,Ads,41,9.98,13,1,293,1
Roger Grant,"Scott, Mayer and Bryant",Retail,East,Large,Email,20,21.32,0,0,116,0
Martin Henderson,"Young, Fox and Ali",IT,East,Large,Webinar,4,5.42,6,1,71,1
Mark Hernandez,Fuentes-Smith,Finance,West,Small,Ads,21,13.56,9,0,129,1
Kirsten Murphy,Frank-Roy,Education,West,Large,Organic,33,18.14,14,1,82,1
Jimmy Torres,Turner-Preston,IT,West,Small,Webinar,5,23.77,9,0,108,1
Lori Wallace,Valenzuela Group,Finance,West,Small,Email,19,21.75,4,0,34,1
Kimberly Reed,"Rivera, Bishop and Edwards",Healthcare,East,Large,Ads,31,6.35,11,1,75,1
Craig Erickson,"Hicks, Owens and Carr",Healthcare,North,Large,Organic,35,25.11,3,0,263,1
Sandra Owens,"Young, Maxwell and Carson",IT,North,Large,Ads,43,3.02,3,0,157,0
Craig Gray,Kelly Inc,Education,West,Medium,Email,25,28.1,19,0,349,1
Melissa Vasquez,"Herrera, Phillips and Johnson",Finance,South,Small,Organic,16,25.26,15,1,185,1
Frank Rojas,Blackwell-Hall,Retail,West,Small,Email,16,22.57,5,0,197,0
Joe Robinson,Thompson-Collier,Finance,South,Large,Ads,34,18.26,15,0,265,1
Bryan Mccullough,"Davidson, Ellis and Berger",Finance,South,Small,Organic,9,29.07,12,1,339,0
Jeff Mann,Brown PLC,Healthcare,South,Medium,Email,47,29.57,3,0,155,0
Nicole Jackson,Guerra Inc,Healthcare,South,Large,Email,9,25.37,19,1,193,0
James Delacruz,Atkinson Group,Healthcare,South,Medium,Webinar,33,17.5,11,1,36,1
Jesse Fitzgerald,Leblanc-Phillips,IT,East,Small,Ads,31,14.03,8,1,271,1
Anthony Gallagher,"Jimenez, Wright and Morgan",Finance,West,Small,Organic,50,9.25,17,1,333,1
Ashley Hoffman,Schwartz Inc,IT,North,Medium,Email,10,29.92,12,1,84,0
Christine Rich,"Warren, Ballard and Cox",Healthcare,West,Large,Organic,28,5.05,0,1,82,1
Ernest Lee,Flores PLC,Education,South,Medium,Ads,46,14.15,4,0,308,1
Stephanie Fritz,"Bowman, Villanueva and Mann",Education,North,Medium,Ads,11,14,12,1,126,1
Eric Kennedy,Blake PLC,Education,East,Large,Email,28,5.13,6,0,11,0
Devin Harris,Calhoun Group,Education,West,Large,Webinar,35,28.25,13,0,265,1
Robert Morgan,"Farley, Delgado and Young",Retail,North,Medium,Organic,14,25.53,10,0,200,0
Erik Moore,"Patterson, Velasquez and Swanson",IT,West,Large,Email,31,14.43,6,0,261,0
Dana Erickson,Curry-Fernandez,Education,West,Large,Email,47,5.23,17,1,282,1
Kelly Freeman,Dodson-Turner,IT,North,Small,Organic,2,21.65,12,1,279,0
Melanie Morales,"Crawford, Hughes and Anderson",IT,East,Medium,Webinar,12,1.34,17,1,54,1
David Lopez,"Welch, Braun and Costa",Healthcare,East,Small,Email,11,14.86,3,0,147,1
John Kelly,Hartman LLC,Education,West,Small,Webinar,3,15.34,4,0,56,1
Kyle Ramos,"Cooper, Crawford and Smith",IT,West,Small,Email,29,17.59,13,0,261,1
Alexis Peterson,Smith-Boyd,Finance,East,Small,Email,9,12.25,3,1,61,1
Erin Moore,Davidson-Grimes,Retail,North,Large,Webinar,5,4.76,19,0,37,1
Shawn Garcia,"Odonnell, Franklin and Mccarthy",Healthcare,East,Small,Webinar,26,28.11,15,0,99,1
David Mclaughlin,Howard Inc,Healthcare,South,Medium,Webinar,45,27.09,7,1,140,1
Ruth Hines,Pearson and Sons,Healthcare,East,Small,Ads,16,25.09,9,1,125,1
Laurie Orr,Turner-Fletcher,Healthcare,East,Medium,Webinar,34,12.17,5,0,117,1
Ryan Butler,Austin and Sons,Finance,East,Medium,Webinar,40,4.72,4,0,43,1
Jennifer Russell,Ward Ltd,IT,South,Small,Organic,12,29.88,9,0,280,0
Juan Wilson DDS,Gonzalez-Johnson,Retail,South,Small,Ads,36,2.88,19,1,284,1
Erica Osborn,Meyer-Brandt,Healthcare,West,Large,Organic,41,26.57,1,1,358,1
Carrie Pruitt,Jenkins-Miller,IT,West,Large,Ads,22,28.99,3,1,53,0
Amanda Hall,Schroeder LLC,Finance,South,Medium,Ads,33,22.02,7,0,232,1
Nicholas Alexander,Armstrong PLC,Education,West,Large,Webinar,49,13.68,10,1,226,1
Marvin Parker,Morris-Costa,Finance,North,Medium,Webinar,9,4.83,7,0,362,1
Paula Schmidt,"Spencer, Gonzalez and Turner",Retail,East,Medium,Email,44,4.45,10,1,304,1
Thomas Carroll,"Ferrell, Moore and Nguyen",IT,North,Small,Email,11,20.42,18,1,335,1
April Jackson,Chavez PLC,Education,South,Large,Webinar,36,28.28,12,0,230,1
Daniel Sanchez,"Grant, Atkinson and Blackwell",Finance,South,Medium,Email,16,1.98,5,1,294,1
Ashley Marquez,Hogan-Bridges,Finance,South,Large,Email,4,10.17,8,0,239,1
Mark Hill,Glenn and Sons,IT,East,Large,Organic,21,8.46,20,0,55,1
Shirley Anderson,"Watson, Daniel and Brown",Education,North,Large,Ads,31,20.56,14,1,54,1
Veronica Garcia,Lopez-Sandoval,Healthcare,East,Small,Ads,45,14.69,14,1,95,1
Susan Keller,"Carr, Skinner and Turner",Education,South,Large,Ads,17,4.83,16,0,81,1
Gabriel Sims,Roberson Inc,Finance,West,Large,Webinar,22,24.55,13,0,4,0
Jennifer Payne,Carter Ltd,Finance,South,Medium,Email,43,1.22,17,0,163,0
Zachary Lloyd,Banks Inc,Retail,North,Small,Ads,22,12.87,10,1,175,1
Christina Mcmahon,Mason-Cortez,Finance,East,Medium,Ads,41,10.09,2,1,74,1
Cynthia Yang,Lopez-Mccoy,IT,South,Medium,Organic,45,13.49,10,0,37,0
George Miller,"Howell, Gilbert and Miller",Healthcare,East,Medium,Webinar,30,28.01,7,0,125,0
Michelle Solomon,"Lynch, Khan and Middleton",Healthcare,West,Small,Organic,14,11.2,10,0,2,1
James Wang,Delgado and Sons,Healthcare,East,Large,Email,35,24.27,8,1,107,1
Shawn Carr,"Mendez, Ramirez and Drake",Finance,South,Large,Email,38,20.33,15,0,365,0
Christopher Cooper,Shelton and Sons,Healthcare,West,Small,Webinar,32,5.27,11,1,333,1
Diana Bullock,"Love, Roy and Bell",Education,North,Small,Ads,5,22.54,20,0,75,0
Adrian Mullins,Erickson-Brown,Healthcare,East,Medium,Organic,46,15.13,7,0,356,1
Anthony Peterson,Sanchez-Burns,Retail,North,Small,Email,46,9.66,2,0,278,1
Sharon Hamilton,Bell Inc,Finance,East,Large,Email,11,17.71,15,0,28,1
Amy Gonzalez,Wright-Gordon,IT,West,Small,Webinar,43,11.33,9,0,7,0
Raven Mathis,Harper-Taylor,Healthcare,West,Medium,Email,18,3.75,1,1,243,0
Alexander Hess,Schmitt Ltd,Education,North,Large,Ads,36,12.64,17,1,293,1
Eric Ward,"Johnston, Campbell and Young",Education,West,Medium,Organic,44,21.11,5,1,89,1
Nicholas Black,Hill PLC,Retail,North,Small,Organic,25,19.69,0,0,233,1
Lisa Pearson,"Roberts, Blackburn and Marshall",Finance,North,Large,Ads,22,3.29,20,0,6,1
Kyle Perez,Morris-Morris,IT,South,Medium,Ads,3,16.17,6,1,328,0
Steven Trevino,Dominguez-Tapia,Retail,South,Medium,Ads,3,18.13,12,0,209,0
Marie Martinez,Henry Ltd,Retail,West,Small,Email,35,10.19,10,0,73,1
Jason Martin,Ramirez Inc,Education,North,Medium,Webinar,33,17.16,20,0,13,0
Daniel Gilbert,Murray-Mitchell,Finance,East,Small,Organic,34,2.87,8,1,214,1
Emily Anderson,"Wallace, Henderson and Weber",Healthcare,North,Large,Webinar,31,16.38,2,1,198,1
Richard Johnson,Maldonado-Rojas,Healthcare,West,Medium,Organic,8,26.4,16,0,215,1
Courtney Gonzalez,Knight-Hill,Retail,South,Medium,Webinar,14,9.01,9,1,81,1
Marc White,"Waters, Alvarez and Scott",Education,North,Medium,Organic,20,28.09,9,1,222,1
Heidi Watkins,Davis and Sons,Education,South,Large,Organic,25,13.91,7,0,242,0
Laura Warner,Wright Inc,Retail,North,Small,Ads,17,15.34,14,0,340,1
Cynthia Bullock,"Banks, Hansen and Jones",IT,East,Large,Webinar,16,11.21,20,1,169,1
Christopher Smith,Gutierrez-Davis,Healthcare,North,Medium,Organic,43,9.31,1,0,145,0
Sophia Mcgrath,Sanchez Group,Retail,South,Large,Webinar,4,20.2,7,0,2,1
Rebecca Ross,Miller Group,IT,East,Large,Organic,7,25.04,0,0,134,0
Julie Welch,Stokes and Sons,Finance,South,Small,Webinar,9,21.76,2,0,70,1
James Nichols,"Contreras, Fernandez and Rose",Retail,North,Medium,Webinar,4,19.04,14,1,329,1
Marc Bryant,Silva LLC,Education,South,Medium,Email,44,23.31,6,0,39,1
Colleen Everett,Ingram-Davis,Finance,South,Large,Organic,4,15.38,0,1,261,0
Colleen Jones,"Gonzalez, Perez and Boyd",Healthcare,North,Large,Organic,47,21.23,9,0,359,1
Timothy Harrison,Rush PLC,IT,West,Medium,Webinar,32,11.08,9,1,204,1
Eric Lewis,"Wood, Morrison and Harris",Finance,North,Small,Ads,17,13.58,5,1,32,0
Scott Parks,Chapman Ltd,Education,North,Small,Ads,28,26.5,15,0,272,0
Rachel Jones,Russell-Bradford,IT,East,Large,Webinar,17,27.39,14,0,75,1
Tyler Underwood,Dillon-Martin,Finance,East,Small,Email,50,22.58,7,0,236,1
Gerald Juarez,"Hernandez, Morton and Hall",Education,South,Medium,Webinar,16,18.41,18,0,332,0
Chelsea Gonzalez,"Shannon, Sullivan and Smith",Finance,East,Medium,Webinar,22,14.76,4,0,124,1
